business_id,avg_rating,no_of_words,no_of_reviews,unique_no_of_food_entities,no_of_food_entities
LkM6Wb93kuyRZyEcKm_uaA,4.0,4079,31,439,845
6Y-6Y6sy6qOQHrWI37zR1Q,3.5,25800,180,594,4873
gkWEjZIVcrUerEzed6IKpg,4.0,52511,477,930,9264
sllcxcR9olrF0LQH38lZpQ,3.0,104,1,5,12
0w5esOmdWtoknKhJjqbEwg,3.5,696,10,36,97
_hTnLGWujfiZhIaCwWH8Ng,3.5,2762,40,172,482
vfLog2bLJGl6hAFtGtr0GQ,3.5,14704,133,424,2680
ApEvXLmsPMWsUVEfPkrmfg,3.5,7505,81,281,1470
_ufhmY-588fNlV5ers3UQQ,3.5,513,10,36,67
DNr2McGXQLleQkJ0zaCBHQ,3.0,413,3,22,38
962X1LkIYgJkov8NIuGmfA,4.0,2962,28,198,611
7LnQx6Wzi-omWMYodmrEGQ,4.0,5163,40,220,980
1zKH87sjLpRr8XDKmk7j1g,3.0,8081,64,326,1386
RSBdMDQF1nYBj7NTUCdxHw,4.0,7214,45,251,1228
62JpvgjH9s_Ufu0isV7MLQ,3.5,897,12,83,193
3ULJQrfcz81fYgBomNHV8Q,3.0,1130,14,33,82
f9jludJLwlM4_2zApw7_rw,3.0,990,9,71,169
09dr3kXV8Ff42Ur3mCh3LA,3.5,1419,11,62,234
NVGQE0sxOQdTcq38qq0Awg,2.5,313,4,30,51
uC8nWYLTBtIc9p6JrcvgkQ,3.5,19340,117,544,3623
3LYGwl7UAA4T9lJ4_OuBqQ,3.0,182,3,45,61
9KybeHqk8ez3G3ufxeR3Ww,3.5,271,3,42,50
2X79qKO11V2ALh32WtOIxA,3.5,167,2,27,29
6-jlUgqp0Mv3PUzMGjrb0A,3.5,470,6,26,48
fbIbhvvLSHpTqjdSFSGrlA,3.5,779,6,29,91
RXmZoUSV4dILgcdNd7GCtQ,3.5,6183,42,304,1139
ZKkI1U5TkAEkvaEjzgBVdw,3.5,6532,55,248,1161
0aV8mzabKSFylfi0NQGqlQ,4.0,14158,147,428,2833
pZuaAQQzYKQc0AhGnmcTQg,4.0,9449,58,333,2098
rBRTxQBjcD4B6vCeDJMFPQ,4.0,1627,16,97,239
xyTJYlbE_MLouK6rCou6zg,4.0,212899,1782,2125,46486
UJHeQyOB7JJPJZ5pfB3Zvw,1.0,282,4,41,56
tbRu-3NR5za1SEZkszcp5Q,3.5,2264,40,137,434
LYyGQgL60VKdV-p_9OxmWQ,3.5,11425,116,373,1958
EDIhEegxgXva7jWoJzL1FA,3.0,1815,16,123,435
n2iWWQUFE8h11VMmb0Ib1g,5.0,371,4,36,67
irdy3qeC6_Xu0-VjCLeOmQ,3.0,1694,29,118,345
-u0m2QhmIUYJU22psWo46Q,3.5,8607,62,408,1564
wnKlePeaeikRHkIOtJSu_g,3.5,1499,15,113,303
RN5TVR5k8THsMGFjVbfYkA,3.0,901,5,101,216
SGXxugJwTuR4BI7qKso4cg,2.5,2963,25,176,488
Any6WyiVNmgbnWLqoxPXgQ,4.5,627,7,40,89
eyjyLrHjTPGuynfv-glYcw,3.0,1364,14,85,216
jWiGtY7hTqBjbzN3yyRXbw,3.5,3854,35,170,608
8dlyEiypNYB0sVfdzQll3A,4.5,4122,46,222,826
PrgdIc0zK9nc8jo8I18x8A,4.0,2334,31,119,342
LsArM1PhbqvXK3lDK-Ch_w,4.0,22530,207,531,4533
JqAI4UA2xXPYxvlhzG-i9A,3.0,1425,15,75,284
9KAa0PIZO2rrEXfLD3JM7Q,3.0,667,4,69,141
AEjoE_n2bfbHpr0zkUM9VA,2.0,1576,7,71,203
eSzd3NNX6rf-qrLNP91OOg,3.0,1095,10,61,160
hWhkm0CBERtqa-EhTmpecA,4.5,1769,11,107,316
0qTluM4Hs4uLMJSxesnLqQ,4.5,114,2,15,20
adR9Sf2eLQNhKbBqQWEZCA,3.5,249,3,16,35
-S7aL8dVIiXjCdbTZVn8uA,3.0,2089,16,115,372
HRTg-u2fBf_XzBSUgd6sqQ,3.0,326,3,37,80
TCIVUf1frqLehZbaUnuQzQ,3.0,2823,23,125,473
M7LEY5gIpGEeYgo_DrHlnw,4.5,1107,13,69,203
GTAOZFZqZmis3TuM9H_t1w,4.0,8686,65,413,1744
BVgnavF-B0wxQhP7wJTAVg,4.5,1964,21,152,419
xffAOniUi4nbUcejuBf2gw,2.5,1386,13,68,221
RqsIe5AfEXqsa8shBmbKig,3.5,815,9,41,92
b_DxOFwxbEf5wHz3kbJgeQ,2.5,1535,8,107,266
Ls2ZYnTrESmH8t9TpCSHqA,3.5,867,7,85,218
WrQo9ryHWgALuM08knK4Vw,4.0,701,7,66,167
bDK_jzy3Shx7jfn8_plNoA,4.0,1223,14,74,237
jJcYziuHjrDo36PTqEPFUA,2.5,614,9,57,119
q0aoi6vsi9TBU5-k3FfOOw,3.5,6332,81,212,1101
S69DaIYms_PKBty1d2xeAA,3.5,1958,13,98,363
6WkosiwrxMJlvituI5lHWQ,4.0,413,6,43,79
Ip171EYpuAzZkSZUHz4Y2w,4.0,701,7,190,270
flMu0Tz5RsaMzr6K8kg1EA,4.0,643,8,54,117
iiZwxELtZ0QHviTdSqojcg,3.5,195,3,20,38
cuxqnMMmbBV0iE2KJJy60Q,3.0,398,4,28,68
H8p9e4yYz464awT3P7b1mA,3.5,2687,22,175,464
dM-pSFGxckeBu8DIGxfuHA,3.0,3388,24,208,583
TYwBNaf9XLq5x5ZY6QIyKA,2.5,903,7,36,156
GPmV6e8A1gpfrCCrbe3Pkg,4.0,438,5,42,102
wetCkf15H70FMjYwQ6s7Sg,4.0,2576,24,168,550
tkHy13-6Iuc46OgBbmAaTw,3.0,2863,30,144,534
zSWtaJaxz9qXsm3odwBWBQ,4.0,902,12,71,165
WHq-tdPQ9-6WAgWwbUhgHg,4.0,11752,100,359,2337
R-TFTJRdHz-DcD3gZp1Hug,3.0,839,7,76,171
47Q_CDw7-MDeDNCJMtQOUQ,2.5,1528,9,112,275
wefhT8hXuMRnZTaWf_e1ZQ,4.5,976,7,109,223
_sppJb0durssEnD1fs94mw,3.0,447,6,26,85
1aHoOynysVOQnkethOWWkA,4.0,1410,11,182,310
J_Z_XLjhhtTNOupOwemDqg,4.0,1926,22,121,310
GokvXs_TzVFZFTLY8XZcOA,4.0,4890,50,252,971
Iqac6yHWuaSf4p8qY9-TPQ,4.5,429,8,38,63
riqOsCI_V5vcdCSMoivkFw,4.5,1617,14,313,491
jOgSvW9VNw0Cw9p8w5A2JQ,3.0,11144,86,452,2288
X0FicGU6XbPmCXzE7Wq5QQ,3.0,205,3,10,13
90ZdW5Hq-QHKFxLsO3T5FA,4.0,584,5,52,114
37HWJqE1uGcvMnqh1uARlw,4.0,522,5,135,186
nyUdKma0UUQMjqa6BaXVlg,4.0,5202,55,206,881
NE4Q42OVJdlibncRXtJXvw,4.5,1546,14,128,341
ot4Of_A9onKHoVt4XU7v5g,2.5,541,6,39,93
lW0kmB01LDdXJvBpZWKgNg,3.5,7939,57,273,1601
QXUI3ZEnPw0j55qjwjiOnA,4.0,14893,121,439,2651
vuXWx7PoWLw4FKBR_pzEOQ,4.0,1041,14,57,170
SuM7F1rVUoz6wnEDrSv99w,4.0,1694,24,103,327
BrL4O85GLCyNqXNlBqeWiA,3.5,112,1,42,53
I6Og6AURCkhvsUuZclZOQQ,2.5,2612,21,150,460
JXqvcNi33_Pxco37tGDMzg,3.0,560,7,43,107
FyC0O9zorrMNyWh7r9zCkQ,4.0,12817,82,437,2600
_WaHLgLzALd2iThQAhC-sQ,3.5,13075,109,468,2322
NqV89VQBV9kvUaA7a8F-tg,4.0,11121,80,369,2147
gGeVLZ9j_wAYKbaqgnKSJA,3.5,114135,791,1381,18694
Shl6PtJERnowSJSC4IHbYQ,3.5,18181,157,392,3413
nfNk9CUjpnKX_bwK_-bIeA,3.0,4022,40,201,838
KIhkcB2HPwF31s2zFhH7Rw,2.0,256,2,42,73
BCffRAILQ43NUouZxho2qQ,4.0,718,12,57,144
EnQewGyKYsME5gchmyvsPg,4.5,10844,102,277,1949
sxuml-r90n92xhFYOEa3Ow,4.0,922,5,99,211
H9sWBAMvZFbSxbL6NmHyQQ,3.0,1040,14,42,147
VRKO86sUgxlXhVUurPwHBw,4.0,5434,64,281,1102
SSW1EqnX2VfRVGtPsd03Hg,3.5,124,3,16,24
sYeV1Su8bervEWZNzegJLg,3.0,406,2,25,44
rr44srj5pxejML-W1Wx0IA,3.0,430,5,25,86
jsjip-f_chgWf9ZnbowKtg,3.0,781,9,41,88
PV3eVvDPJxKcx39NcWugIw,2.5,40,2,10,11
K8H3xHHqQU4ptS-KMU1Rpg,3.5,2832,25,109,319
fZvwGkzzxNqJQI-_BCFHWw,4.0,None,None,None,None
AdEFp9zXwOO84mc1OC37aA,4.5,1557,15,147,305
nI1reikhvzQKyXojeUCPqg,3.5,3845,55,201,827
zUcTDtH6P4RlWRvJ4pweQg,3.5,498,4,41,68
EMjKhNWBprdlb5Obcia2uA,2.5,723,9,61,156
GHY7UYRnMhZnQ1FSIH20wg,3.0,5902,45,313,1155
TisnIBR2lMvT1DMC95_eHg,3.5,5335,51,185,989
FkpOO2zc8Bk94duZjPFyBw,3.5,554,3,160,192
y_qmQDXa5ve9zdOd46P7Zw,1.0,97,2,33,38
jDyn5GnMiWllhB7qDpzltw,4.5,3202,35,194,621
tAoUsufHhcTRZEBTwmC68g,4.0,291,2,14,33
cI3VIWNUHD9z6HmVWOOi1g,4.0,2935,31,218,563
PX3e3qtBx_5VC3vqq47jpQ,4.0,18603,171,483,3724
GS3qYe4B0wAqM7gTEP5yEQ,4.0,283,2,40,72
7Fk9LIRvalyMkeHNea3u2g,3.5,407,5,24,55
pvmC7EaaSgA3aq-MAmPp3A,4.0,1643,24,108,363
jz4IgrlqlbKv2ttcVwHZ2A,4.5,572,8,46,95
SHT5T1Lm5f4wCCajVtrb6w,4.0,89,2,8,8
a4jdkr8tLt9eIkK0GJjrZQ,3.0,393,7,27,49
CEF6X27u5XW-oMbJ81N7Rg,4.0,961,10,77,227
RnGYvUf5vrOwxs0U26zRSg,3.0,661,4,50,87
ySpNcdz0tSpaPNqefAbfOw,4.0,25416,180,620,6191
F5Rd2A7tCcU_3ja-s99Cwg,3.5,1173,4,67,134
b88XFIAA0pkeCIbnc5vT7w,4.5,58,3,7,12
3zD6rxB92Mr0jb-LoYFFWw,1.5,1461,15,47,202
pii1ipswzR7d0FFoKO8FtQ,3.0,318,3,13,27
rbiRLiFTG098z9JaK3Nshw,4.5,6009,50,303,1289
TYyzrCsnGu7Dy8QbH5b4nQ,4.5,266,4,16,21
5LVR-0X-12SE8Bu4XFRZlg,4.5,903,11,46,164
qENpyFhiBVWNz86SHRC-tQ,4.5,3745,80,196,787
qRs0FXkxqMXHgkPVW4XXeA,3.5,1881,24,137,363
7PQRP9l2cSSqjbQdsXL8yw,3.0,4382,37,232,853
pLCRUdm0YGfRL3lR9PSkcA,4.0,8057,84,338,1623
rYw9aNaG4WOM_zCm7wnzxA,3.0,1963,17,144,471
EMuUOIrtNJsPmNc8uudyoA,2.5,2112,18,95,344
LTt3uJvYWH7W_S576ZR_wA,3.5,1997,10,132,413
YeiH-kbGrwmIJlauSP_-dA,3.5,14559,97,501,2636
Cuu-LFE-8rHaGTGoATX2Iw,3.0,584,7,32,112
t80qleqEIqIyekB95IrAOA,4.5,24645,285,577,4811
Vzq74f0YrT0IbWBPkbUp_g,3.5,533,5,49,99
Yl4wqDhNB-5TNURwQXoCFQ,2.5,289,5,18,35
VXLTu4PnNrKYsma_UiB5WQ,4.0,749,11,67,184
D0tHnskAgaRjCBdoXVev_g,3.5,2372,21,151,480
repg_QyT0SdgEVZREbHmug,4.0,778,7,69,162
PaLcd9gO8wJyix-L9vjHZw,3.0,1256,10,91,223
zPHXmaVhEr4FzfB8r-EcjQ,3.5,4593,29,203,821
XQokPEF3UJU2CIWj8rnv3g,3.5,929,10,49,170
0wGWhZw81cIG7YjwghZhgw,3.5,10027,96,409,1742
GVaaRfCXGBZeypTL8GNJlw,2.0,164,3,20,28
xVNehV47VEyx-Uj0DTdPEw,3.0,2442,26,134,421
Ntzv4OWdwq1lNW7lnTJoyg,4.0,2678,22,81,359
GXaNshYhaCehi-y1brddMA,3.5,935,4,74,174
P0aKJw8rb0DKLaGottHEAw,3.0,4293,30,154,647
5Qa1bKl5BeXOC_6kZV7nBw,3.0,609,11,66,124
Rz1Pc6PFYgt2YfrwyEGzEg,4.0,1304,14,96,223
D8nE0MdSghHRui75vIP-pA,4.0,10996,87,424,2016
JrIhyj-e3n77LeIOeErBJA,4.5,441,3,54,94
mQhB93IFv2QM4fRQFJmSvA,4.0,5774,52,229,1065
ZI38b-iM_kHrOyjI5Pgrzw,3.5,1397,11,90,291
oTbX18g48jcf9h-max38oQ,4.0,1434,18,97,270
q3-My9_fAQLKsL9Otpamrg,4.0,387,3,41,80
dYzq0aNI7aongqlp04GNPg,2.5,656,9,33,96
vOcy8W7UX0KGgQmt9j8kmQ,3.0,1098,10,95,240
PZAuVbRTQpYcELLA5C5OnQ,3.0,464,5,31,52
dUcVEbrz9jmzEftV5gosIw,4.0,2599,32,113,393
YhBJajLay4nmbOqGsn_6aA,3.0,599,6,48,120
t3OyEIDjxX04Xl6KPAePgg,4.0,346,9,46,82
0xSf8B4DBEk8ecV7YYXVUw,3.5,8031,86,300,1834
MTpI2V3O9sOp1WGeFwioDw,1.5,494,6,40,85
Js7xxK2D4Dc0W8XkAzc4cg,3.5,2942,30,119,506
YXuvFMtygHPFEOEXgRtgLQ,2.5,515,4,43,96
yrDBLxE2WBcDo2V4jqgt2Q,4.0,757,8,94,180
Er20nsiOS6TFHmAE717iTA,4.5,9188,91,257,1623
L7YolEjKoFGWrYNy67PHIA,3.0,113,3,39,41
ThlTiMlkPRq5OkQM1-fclw,4.0,618,5,52,118
2M-UBKKG7DyAXcvGLwNH2w,3.5,1306,9,122,250
0_vMnSRqc5aZUg1eBk3l2g,3.0,4453,49,243,927
E_wJCQ9L_0w5tJyrvr0lJQ,4.0,4718,61,229,922
tRmTGJj4I8ouHX_i9WKXoQ,2.5,589,4,51,98
AeujRrEdt3CshHDMJ2PfrQ,4.0,1997,11,110,385
rLKBJ74iC2VebX7L5X7EtQ,4.5,1905,9,138,361
Cp5_NSJFNgylD5SUdmT8nQ,4.0,5073,53,118,580
PCESBlDd51uP3GoI3w0bww,3.0,246,2,41,73
3Df6ICj0rHROVH4xUlb7Yw,4.0,737,6,38,133
-4BtfPW3_v092G8pqHrv4w,3.5,1072,10,60,182
UmX2QDgm02TsWO1-d8elTQ,2.0,1025,5,67,185
KTsDUBpgFjJ3XYnnaN-sOA,4.0,814,8,70,177
67oRgdO1owNfRsY2viJung,3.5,336,4,31,47
Zy2vca7i9QFGRKa4m0C__A,4.0,31783,291,748,6232
RAqKrXE_7PzFcUVgtzGDsw,4.0,5721,59,246,1150
h-wQGY-uOMgXe8efKQQboQ,4.5,2175,19,121,401
hisR9LKBN9sgcMxclH0e7g,1.5,506,5,51,103
bl9N61Xpu6JAN-mk8qr5ow,4.5,166,5,22,38
hhJKsnDFDLGhIbvzFhWAEw,3.0,511,7,112,127
3W3e6nbSxePT4ctJGkljZQ,3.0,15947,137,328,2230
QPRCns3TDah097cQbE6wlg,3.0,1327,11,86,227
JdAyXD2lsYtOGUc7DTsVEQ,3.5,2797,31,166,580
Kj2SCzhHuULRdTKg6Y2aeg,3.5,20817,156,543,3554
i-tKO0n-1Tq6sTFUrhg9-Q,4.0,8944,64,368,1638
DCjipxC0uzhrPd_eXDjqFg,3.5,168,3,11,17
oAxR0TJhPHMrN_hjQWBWMA,4.0,1109,9,50,147
UrnRSzly4onGLUzZQrbT0A,4.0,8083,84,287,1567
ESlu79Th0bWSPqtPh5rWHA,4.5,12841,104,378,2853
CxGK5_GoIhG9798zYPsvfA,3.5,3879,35,196,815
SQSO2p8mng8yzbPttVgWDQ,4.0,2768,25,419,764
AstBY--d6rxLfrVIfXHF0g,4.0,337,6,30,47
zfY68t7nVihCwiCsCgM6cw,4.5,8453,82,359,1631
t4m8EAGERZUrW4qW16GQGQ,5.0,513,4,72,120
Q7TQzEqPBq1vbyHVTIleKQ,4.0,602,3,39,107
wOwJenlfZfz2X0kahwiN6g,2.5,329,4,31,62
ihMUU9D2mcgrp7fi8lmqJg,4.0,2437,37,103,370
UkZ5mAzll7d3Hw0UfeAJKQ,2.5,1546,17,88,278
CvaitQbPilPx06hyUrujvQ,4.0,6002,47,479,1182
M8u5-rGqIvDl1jiLj4oK3Q,3.0,354,3,36,78
VOef-DNq1Mmi-XyS83fx0g,3.0,375,4,54,82
j1BASG5Kvt6dqfjCmtjtuA,4.0,347,5,45,78
R3kAGyaVGZt0Hhq9M46xPw,5.0,404,8,90,113
tj7ieGF-xGKV7Ub-jdZa6A,4.0,880,10,96,175
KhIidXoCpQgagTJFgS2yeA,4.0,2028,17,111,319
9nmeU-OOyxkn8vRy5dolNg,2.0,1605,15,97,272
eHcQzL5eebqvKrLW5q283w,3.0,9439,83,308,2019
Q7Hz0sROslde7KziiPfdVA,3.5,1828,14,115,307
BrTeICW0znNrZRFO60wuBA,1.0,835,7,54,152
hdlaZgoKv-Z3YKNZIxAaLw,4.0,1038,17,66,175
lOJ4sMs1EIZzqBV7duiO6A,2.5,256,4,22,45
udhKyD5xhY3Tpes9ZeRpgA,3.5,854,11,88,179
L3qC7bMuRBxqDtUnZ6G0tg,3.0,2155,7,179,544
32TNAtF2XVRYr1W_0deWMw,3.0,755,7,70,153
DPQt9KMXB9i0lF7ib3F5Mw,3.0,759,10,219,267
WRlSavAKrzU41dKMb_YELg,4.0,4167,20,186,589
4LwhggEn27P6ku1NRD-PDw,4.0,1349,10,88,299
LloIdJMbazf7EGKI_K0B8w,3.5,3980,35,233,795
JmL5yzi5VJjcvzdsk-h7Ig,4.0,1323,13,108,261
y8VQQO_WkYNjSLcq6hyjPA,4.0,42483,308,849,8169
OVyr48KW5v3rsREY21g1fQ,3.5,314,3,51,81
3rUk-WyCv_wMQR5HbTqD4Q,4.0,1638,22,98,311
ilnAFVGDxDVePJZ-axgSpQ,3.0,1459,14,75,231
X8P2i2tyhLSzljdliBFBrg,3.5,1149,13,71,164
CsyODVepq3jkB-9JKpoTfw,3.5,1952,13,96,281
bUI_RhpOfVkjHkpVU1Op-A,3.5,223,4,26,37
lHP5STO7aomlEQixH8m1aA,4.0,3058,38,177,683
U0Up9AYSClGwmuqo-ZJVzw,4.0,1714,24,103,365
9BH18avE46LlHMvJn67MaA,4.0,5810,51,221,1164
s2-waYR5o7AZTNHeQVWRcA,3.5,2165,23,144,478
dWkvDQ1uJUXki0JTd1OyZw,4.0,212,5,72,79
FSHZ7I3VOfKgWSqFfQhUhw,4.5,6308,91,262,1404
nVyL22lcEZoUNoAMgfKOyQ,4.0,4920,43,265,931
zSd8ZTV6T5Pyf0mccgvJDg,4.0,3234,30,174,707
srRXKY6r58L7oJ9T4ZNyFA,4.5,223,4,62,74
z5FyOEvDcEUyuuSokinf9w,4.0,1272,9,85,209
iTSuk8UQGaNAFKBYEzdeWQ,4.0,22686,143,534,4502
BSk-BrZGvtRGxy1aFzSMCA,4.0,1440,8,105,272
9XHJoGESYEDzHwDWQ1518Q,3.5,2471,14,147,430
SNj2CY9qaTf9rbGuATjDCg,3.5,1721,16,114,342
YTbSJITWKp_QgfY2vrXvSQ,4.0,2517,21,176,526
I7qsERKHVqW0jdfeHMmCCw,4.0,522,4,37,79
jKPEJgRE_WvryvExq7zogQ,3.0,2202,23,120,412
nhETfCY4OcAgg9pkr_zNQQ,4.0,845,6,94,202
-j7Vu1kzobTtDTlOyL1BAw,4.0,2325,31,125,458
hCxNymBRhx7eQZdxGCjvXQ,3.0,16340,116,469,3062
xCXSaqlKvclhWBczA4fqkA,3.5,138,2,21,28
mgtbxxT0x82Vvj1K5ql62A,3.5,724,9,50,117
-KQ283hJkBO12u8XOrlCcQ,3.0,7480,64,301,1473
LH6aLuXW3yShrn_pzrVe8g,3.0,21440,177,573,3955
Yj1EJ_HDLtw7wLcdpmaY9w,4.0,17584,122,536,3462
akBR5CMRuiCqlPIdlS-eiQ,4.0,513,8,63,119
nfeIPaPNPC3awILVzLMg6Q,4.5,7155,89,314,1469
pA0Z8FbnfsoRmHe1ULqHeQ,1.5,715,8,49,143
6qCDfZ0VAX9-O6X5ZFpXrQ,4.0,27133,153,621,4192
H5WQysdde3MCpVJoGzc_cQ,4.5,680,3,61,102
EyvM1Oup2yYdxisVA0CvKA,5.0,264,3,18,30
brkJrGv2Eaj9NTl9g2RMgA,3.0,341,3,20,41
DiExx1mDq5a4oiiNAGPE7A,4.0,4324,41,207,708
ilAHA82RvrT2p04qYh1LWw,4.0,1110,13,77,205
7PbEGjI3UGQXz7rF-UhkGQ,3.0,1115,7,89,201
PJIPeWozralif-2mf43kRQ,3.5,1429,14,97,280
GuNsp9jyyZkk-_1-Bd4ltQ,4.0,442,4,137,156
Pq91OM8RI_Rcr6PpXQajsw,2.5,15007,127,329,1989
fDSr3A-e4ED-4i3cwykExg,3.5,10681,87,350,1971
7U8TYNW4Mvx6m3zexsO0sg,4.0,18294,138,578,3422
lO_HY6I64DNNnrUF4kdi8A,3.5,849,7,69,158
ChGhLt5JU2TfoDb3DLQa2A,3.0,2039,16,95,279
pS5WsUlWOVAPM0S2rVI-SQ,3.5,4209,31,179,536
NH67MdKaFGNcP-dlu56pyw,3.5,13229,99,400,2615
zpDJ3kZohKJWKsT3O8yi0A,3.0,3904,31,104,552
C6sCJIY6TFOdfTU_aazGhw,4.0,1802,9,88,280
JdNv6vdpft5g5FJWPCCQuw,4.0,2603,27,126,452
aLZoFhOmDtonrWJzUzh8TA,3.5,2931,34,150,526
0lEp4vISRmOXa8Xz2pWhbw,4.0,14271,150,428,3052
E2iDr-jVo9gLYrFU9JeocQ,2.5,410,4,34,77
f8yu0g5WmbToJQYKqLqQMA,4.0,577,6,29,74
UxvOXcoCRFRAVhRB0D9imw,3.5,11347,72,385,2096
A9HenpWb_6xCPvKeOaesfw,4.0,581,4,75,118
-JpZiiGPKOuCEiODGNyovw,3.0,991,10,73,209
Cf1XdDK7jh7TT4b8qr2r-A,4.5,1258,12,162,271
Z4ZP0LwHhG8SMTkvEcVvpg,3.5,5797,56,260,1229
7A5-bIWh6z4NPUuhGthBIQ,4.5,1818,24,118,368
4LcFKTr6Ah87VcxW2z5e6w,1.5,403,3,16,40
l10ijcw6AvGgYU6DUNw3Sw,3.0,302,5,34,59
Qi2R3JN5Prx69X5r1RXwCA,3.5,5725,55,238,1084
x84ho2JtSqp3ZJ624Gj7kA,3.5,1132,17,93,238
wlgcuh3b49oRfVe2LQYTRA,4.5,3298,41,143,535
Yg8MUhgNMKlad3Pm_4Oxow,2.5,102,2,17,21
KnlNwiIELDWAR686Bk2WJg,3.5,571,6,49,126
lHUH8A8JfagoyzNn7sNLmQ,4.5,479,6,56,99
Pn2oWT6Jgotb3DFBuj9Iyw,3.5,295,5,16,48
wYR__rabBBuS1h_fOSeEMA,2.0,516,5,35,90
jeVW4mtueMKmy-zIAosOmw,3.5,2553,21,121,333
bzSzpGAn4kjGRtsgMM1pvg,4.0,21366,217,553,4727
83C1eqPfmQHTy_8MC4Ug6w,3.0,17396,146,680,3115
R6TxOULUEMSq1-7P0w6kTA,2.5,67,2,5,6
hUJegxUPFafSbnzTxyVemg,2.0,550,9,41,85
vyc1Bm_b-0sVGpwLRFlKQw,3.0,4547,34,202,912
jU5fadYUwNFg7FCGaZvpag,3.0,636,5,71,112
4NPD3ecBbUdfcS9FAuwJIA,4.5,15010,165,370,2954
FtpMkJJ9Vq5cVmP3EsekBA,4.0,4285,54,214,940
hMor1nxrfYKDW-AtQYytgw,3.5,371,4,39,72
cwyq1QIa4fNISUap4PCs_A,3.5,101,2,7,10
ssmpTJ5W4UBCOHmzednRbg,3.0,1703,11,53,249
F13tDMn9lncYeiW6f__s-Q,4.0,479,4,36,86
VLXFrRkD7g2eLjloFQcKfg,4.0,14479,96,354,2078
FJDBOsbQWm5hoTy2LWE7mw,3.5,8139,90,249,1383
kRQtP69wGVMQ51JiIXJ6Uw,3.5,303,3,27,44
0sbPpUIyTpcx90bLRsVx0w,4.0,637,14,37,89
9sNgoMqKIQZ-IYZhJWWtVw,3.5,1316,17,112,298
rfy_bJ5ad-gfVmMeqKtsyw,3.5,34988,221,887,6255
HfyLwcRwzz2RbdzNtIJh0g,5.0,289,4,19,38
zYRKOiYCZJAg1SV1WZG4lw,3.0,8998,41,274,1426
Obz3WGtDmcdgWN-r6mWc2w,3.0,951,13,76,202
OlDC1t2KjETIPq7N_I_4RQ,3.5,392,5,128,145
cRqZ_w9ImfYYIXTHpJMv0Q,3.5,1091,12,65,153
kBF7JSs3VGdjjcf46vk4nw,3.5,2250,16,106,418
hpMWllZfYKMTv8wM4QuZcA,3.5,619,9,53,103
YxqUBsKvkPbc1LSiV-Y7tA,1.0,677,6,45,117
HDvCnqIf5twbMb5-eG1EJw,4.0,32674,310,753,6259
CggPQU-iPOieXJICG3aIHw,4.0,789,9,65,151
-b9ZUSmcsGxutDSW1DIbdA,3.5,27272,217,658,4648
WPzxzQwD4BiPuIgMgk683g,3.0,8284,70,315,1784
CjXMqzgucLNyPF49NopgUA,4.0,6767,45,120,640
zFdjvu_aHnEoqJ3u4JRXmg,4.0,1120,12,102,204
_r3tFff663YP0cE1q7I75w,2.5,163,4,12,16
V7-f6dE87cNga5dSJ4CuZw,4.0,39529,247,722,7099
jrTWb_ujRQLYIBmPVCrf-Q,3.5,1060,17,80,204
Ytjlk3q1UQtjM-r6pJ06zg,4.0,2067,11,161,440
nENrnY-3ILrH9yPXV4tqmg,3.5,3631,19,196,602
Txg5Xo0njHL3-raZTqCNTw,4.0,25079,192,604,4641
y8cp1qzfJ0h0VfWOxn8Vjw,4.0,850,4,61,179
df4A-a0txOfoSBzlBK7q5A,2.0,1059,9,66,201
-9iYGbkqom5fpj4iiLjsrA,3.5,2151,31,105,366
qrgod2lrYnxHwNWC_YYTyQ,4.0,588,3,33,78
G1_uulnhkAUBsaMAlJFc_g,4.0,2203,19,129,405
QiTjW1KT-pD5BKx9yYD85Q,4.0,8610,51,323,1981
J-HAglJTtSV2xaALR0XBOA,3.5,729,4,45,107
stH6XAn2Drzol1H5oGvL2A,4.0,7829,69,331,1486
p3X7T5qvZ7YYBYHl8LN6Vw,2.0,1128,16,90,248
FDXk2MDLPf72uEDT6Bq1Mw,3.0,16883,140,375,2231
fFjfiovwlAuf-tH8NnY-UQ,4.5,2124,20,116,395
K8At1Ewtyaru9dy02YYILg,3.5,655,11,31,84
NQvZ_RotIEalBKsJ8zuLIw,3.5,6065,48,268,1009
f23DD5jfjKR0cO6As-6DJQ,1.5,605,4,36,87
dPP8HsGEH3A-7F75zHPwUg,3.5,1224,8,124,285
I_tDb3dcGLzQWNM8yjHPgw,4.5,467,3,40,91
lcVlSi_bCAmiSuJx61BSAQ,3.5,4894,44,220,1037
M2JvjVYkIJMIuvTiO8La9g,4.0,1340,10,67,195
_UYJfg5GbahLiEDU1HuQhQ,3.5,1237,12,100,247
cll90LXLWNpljIDQB8BeKA,3.0,1882,12,107,379
y2lNrjv4lg5gvpYhtUmfpg,3.0,837,10,28,107
9xHE0286HDVwDKSXY6WWIw,3.5,583,3,116,163
AY1a1XwfjJo_178MRUAsnQ,3.0,3231,25,196,586
RrI7eg0TZtdwCpXBWHTo3A,3.5,238,4,26,43
FkXmvdpccuMFfNI6zgmXEA,3.0,2319,26,131,427
436HzbOivpoGJ3RlXA783Q,4.5,199,2,22,36
X-dpycbo5fy8AyoHCUCryA,4.0,5842,66,268,1280
